Circ,ob,41,107,214,0,20,551.584,573.683,25.901,30.0408,0,0,1
Circ,ob,169,3,33,0,20,208.708,765.635,32.0336,-37.7045,0,0,1
Circ,ob,95,95,76,0,20,1293.79,523.855,72.4588,-50.0211,0,0,1
Circ,ob,236,190,212,0,20,826.15,212.114,22.4009,8.91898,0,0,1
Circ,ob,6,69,77,0,20,1021.55,513.203,55.3784,-33.3705,0,0,1
Circ,ob,142,81,101,0,20,1569.61,412.286,-58.291,-61.9493,0,0,1
Circ,ob,92,51,236,0,20,1297.36,259.688,51.0361,-13.1234,0,0,1
Circ,ob,22,167,34,0,20,1381.24,47.2657,-105.948,135.388,0,0,1
Circ,ob,143,96,212,0,20,1616.68,727.425,-59.4307,23.9052,0,0,1
Circ,ob,74,96,61,0,20,1586.39,364.084,41.4196,-63.6588,0,0,1
Circ,ob,47,104,22,0,20,1478.51,52.4916,-27.3616,41.775,0,0,1
Circ,ob,109,53,51,0,20,2107.12,81.1614,9.41807,-22.4625,0,0,1
Circ,ob,76,230,5,0,20,1733.66,368.205,-79.0858,-0.541153,0,0,1
Circ,ob,16,115,17,0,20,1330.28,398.427,-62.2446,13.9678,0,0,1
Circ,ob,161,90,80,0,20,2027.26,41.0093,48.1123,-76.2147,0,0,1
Circ,ob,50,216,246,0,20,475.771,1101.19,29,70,0,0,1
Circ,ob,249,128,114,0,20,781.701,703.147,11.688,36.0458,0,0,1
Circ,ob,110,121,236,0,20,1004.2,634.582,36.3158,0.517818,0,0,1
Circ,ob,114,54,146,0,20,1052.56,341.787,-4.71021,-14.0526,0,0,1
Circ,ob,118,53,42,0,20,1093.71,251.222,55.1971,-114.217,0,0,1
Circ,ob,243,5,49,0,20,1143.18,774.492,4.42434,50.065,0,0,1
Circ,ob,240,207,11,0,20,1653.9,465.548,52.9313,-8.96738,0,0,1
Circ,ob,176,185,149,0,20,1819.7,690.166,1.19678,19.2319,0,0,1
Circ,ob,219,2,18,0,20,1870.51,394.46,61.2662,-43.429,0,0,1
Circ,ob,16,30,236,0,20,1740.41,174.6,-20.6922,31.1985,0,0,1
Circ,ob,32,195,19,0,20,2000.54,154.314,1.56946,157.413,0,0,1
Circ,ob,65,130,111,0,20,1255.84,339.564,-65.571,-4.05147,0,0,1
Circ,ob,115,252,101,0,20,1770.18,658.321,-14.1862,-54.6487,0,0,1
Circ,ob,157,47,213,0,20,1740.05,119.518,-156.139,88.4604,0,0,1
Circ,ob,239,79,68,0,20,1856.41,618.103,-14.5419,-2.65914,0,0,1
Circ,ob,47,211,221,0,20,212.649,1020.11,-73.4472,-2.20411,0,0,1
Circ,ob,98,135,206,0,20,771.456,547.951,15.7997,-4.33108,0,0,1
Circ,ob,70,239,84,0,20,754.568,1019.38,-59.2116,42.7599,0,0,1
Circ,ob,108,55,216,0,20,921.538,213.629,21.4718,-7.55831,0,0,1
Circ,ob,91,236,194,0,20,1010.31,682.871,23.9459,13.9819,0,0,1
Circ,ob,51,63,249,0,20,1243,577.669,-52.4213,-79.1664,0,0,1
Circ,ob,121,144,53,0,20,1737.07,263.119,43.4306,-2.92775,0,0,1
Circ,ob,143,15,218,0,20,1730.26,771.6,-6.61493,-63.7616,0,0,1
Circ,ob,158,103,168,0,20,1876.4,554.845,68.3357,-41.5062,0,0,1
Circ,ob,126,30,242,0,20,1672.3,35.9849,-50.8859,79.3732,0,0,1
Circ,ob,29,221,65,0,20,2040.25,601.35,39.2529,-42.7383,0,0,1
Circ,ob,149,199,191,0,20,1633.22,407.196,10.3424,-78.981,0,0,1
Circ,ob,104,43,234,0,20,1838.71,265.252,0.625568,-136.175,0,0,1
Circ,ob,62,135,85,0,20,2109.25,861.349,-79.6015,17.2258,0,0,1
Circ,ob,178,57,244,0,20,2125.11,475.09,1.61895,13.0664,0,0,1
Circ,ob,210,198,243,0,20,170.757,978.313,53.8747,30.5893,0,0,1
Circ,ob,8,236,209,0,20,984.605,580.756,22.4084,45.8719,0,0,1
Circ,ob,127,72,162,0,20,1426.75,606.899,29.4643,32.9009,0,0,1
Circ,ob,173,209,85,0,20,1025.17,560.593,-65.2741,-50.972,0,0,1
Circ,ob,71,180,193,0,20,1409.64,929.959,-40.1802,-31.8341,0,0,1
Circ,ob,137,84,47,0,20,1524.4,706.33,23.6493,-33.3856,0,0,1
Circ,ob,206,97,41,0,20,1435.75,779.847,-20.1556,51.4534,0,0,1
Circ,ob,34,252,129,0,20,1667.89,298.045,-84.4848,-83.6758,0,0,1
Circ,ob,123,122,36,0,20,1386.76,763.327,-20.7165,-110.167,0,0,1
Circ,ob,242,171,97,0,20,1494.06,915.297,15.3948,11.6594,0,0,1
Circ,ob,2,50,215,0,20,1814.51,474.373,-4.7434,-35.2321,0,0,1
Circ,ob,11,153,141,0,20,2072.28,306.789,-37.9571,-17.0022,0,0,1
Circ,ob,103,157,130,0,20,2113.07,286.968,-18.5377,-173.857,0,0,1
Circ,ob,58,61,57,0,20,1964.15,478.486,-50.3719,-15.0084,0,0,1
Circ,ob,77,89,114,0,20,1853.68,461.86,-0.356118,-26.8941,0,0,1
Circ,ob,86,219,73,0,20,436.828,1142.03,34.2345,20.3398,0,0,1
Circ,ob,100,119,229,0,20,1065.49,750.754,49.8567,-39.4128,0,0,1
Circ,ob,55,210,43,0,20,754.408,758.468,-1.57276,30.3846,0,0,1
Circ,ob,183,214,241,0,20,1184.46,759.211,36.7683,31.2178,0,0,1
Circ,ob,109,97,231,0,20,1754.61,612.645,102.826,-17.0703,0,0,1
Circ,ob,245,237,16,0,20,1176.68,1215.63,-66.8451,69.9895,0,0,1
Circ,ob,8,217,215,0,20,1495.49,128.802,-102.886,-102.072,0,0,1
Circ,ob,226,206,16,0,20,1529.52,324.25,-4.33776,-143.991,0,0,1
Circ,ob,233,130,75,0,20,1823.11,919.055,-59.7613,-85.5121,0,0,1
Circ,ob,98,47,35,0,20,1941.53,671.12,12.5717,-58.5067,0,0,1
Circ,ob,16,178,186,0,20,1785.19,960.998,15.447,-17.9022,0,0,1
Circ,ob,64,246,77,0,20,1876.74,1091.18,-45.9454,-65.1122,0,0,1
Circ,ob,180,50,208,0,20,1933.74,801.852,1.08403,-4.82586,0,0,1
Circ,ob,239,27,174,0,20,2149.31,1194.02,89.8373,-19.6588,0,0,1
Circ,ob,144,185,155,0,20,2058.39,383.427,1.54781,-53.4846,0,0,1
